anr,datum,Vote_Title,Keywords,swissvoteslink,anzahl,d1e1,d1e2,d1e3,d2e1,d2e2,d2e3,d3e1,d3e2,d3e3,dep,Bundesrat_Position,legislatur,Legislaturjahr,gesch_nr,entwurf_nr,curiavista-de,curiavista-fr,pa-iv,bv-pos,Nationalrat_Position,nrja,nrnein,Ständerat_Position,srja,srnein,p-evp,p-gps,p-glp,p-pda,p-sd,p-edu,p-fps,p-lega,p-kvp,p-mcg,p-ucsp,p-cvp,p-bdp,p-lps,p-ldu,p-poch,p-rep,p-eco,p-sgv,p-sbv,p-sgb,p-travs,p-sav,p-vsa,p-vpod,p-voev,p-tcs,p-vcs,p-acs,p-sbk,p-ssv,p-gem,p-kdk,p-kkjpd,p-gdk,p-ldk,p-vdk,p-sodk,p-endk,p-fdk,p-edk,p-bpuk,nr-wahl,w-fdp,w-sp,w-svp,w-mitte,w-evp,w-gps,w-glp,w-csp,w-pda,w-sd,w-edu,w-fps,w-lega,w-kvp,w-mcg,w-cvp,w-bdp,w-lps,w-ldu,w-poch,w-rep,w-ubrige,ja-lager,nein-lager,keinepar-summe,leer-summe,freigabe-summe,unbekannt-summe,neutral-summe,inserate-jaanteil,stand,Vote_Result,berecht,stimmen,Turnout_Percentage,leer,ungultig,gultig,Yes_Votes,No_Votes,Yes_Percentage,zh-stimmen,Zürich_Yes,Zürich_No,Zürich_Yes_Percentage,zh-annahme,be-stimmen,Bern_Yes,Bern_No,Bern_Yes_Percentage,be-annahme,lu-stimmen,Luzern_Yes,Luzern_No,Luzern_Yes_Percentage,lu-annahme,ur-stimmen,Uri_Yes,Uri_No,Uri_Yes_Percentage,ur-annahme,sz-stimmen,Schwyz_Yes,Schwyz_No,Schwyz_Yes_Percentage,sz-annahme,ow-stimmen,Obwalden_Yes,Obwalden_No,Obwalden_Yes_Percentage,ow-annahme,nw-stimmen,Nidwalden_Yes,Nidwalden_No,Nidwalden_Yes_Percentage,nw-annahme,gl-stimmen,Glarus_Yes,Glarus_No,Glarus_Yes_Percentage,gl-annahme,zg-stimmen,Zug_Yes,Zug_No,Zug_Yes_Percentage,zg-annahme,fr-stimmen,Freiburg_Yes,Freiburg_No,Freiburg_Yes_Percentage,fr-annahme,so-stimmen,Solothurn_Yes,Solothurn_No,Solothurn_Yes_Percentage,so-annahme,bs-stimmen,Basel-Stadt_Yes,Basel-Stadt_No,Basel-Stadt_Yes_Percentage,bs-annahme,bl-stimmen,Basel-Land_Yes,Basel-Land_No,Basel-Land_Yes_Percentage,bl-annahme,sh-stimmen,Schaffhausen_Yes,Schaffhausen_No,Schaffhausen_Yes_Percentage,sh-annahme,ar-stimmen,Appenzell Ausserrhoden_Yes,Appenzell Ausserrhoden_No,Appenzell Ausserrhoden_Yes_Percentage,ar-annahme,ai-stimmen,Appenzell Innerrhoden_Yes,Appenzell Innerrhoden_No,Appenzell Innerrhoden_Yes_Percentage,ai-annahme,sg-stimmen,St. Gallen_Yes,St. Gallen_No,St. Gallen_Yes_Percentage,sg-annahme,gr-stimmen,Graubünden_Yes,Graubünden_No,Graubünden_Yes_Percentage,gr-annahme,ag-stimmen,Aargau_Yes,Aargau_No,Aargau_Yes_Percentage,ag-annahme,tg-stimmen,Thurgau_Yes,Thurgau_No,Thurgau_Yes_Percentage,tg-annahme,ti-stimmen,Tessin_Yes,Tessin_No,Tessin_Yes_Percentage,ti-annahme,vd-stimmen,Waadt_Yes,Waadt_No,Waadt_Yes_Percentage,vd-annahme,vs-stimmen,Wallis_Yes,Wallis_No,Wallis_Yes_Percentage,vs-annahme,ne-stimmen,Neuenburg_Yes,Neuenburg_No,Neuenburg_Yes_Percentage,ne-annahme,ge-stimmen,Genf_Yes,Genf_No,Genf_Yes_Percentage,ge-annahme,ju-stimmen,Jura_Yes,Jura_No,Jura_Yes_Percentage,ju-annahme,bkresults-de,bkresults-fr,bfsdash-de,bfsdash-fr,bfsdash-en,bfsmap-de,bfsmap-fr,bfsmap-en,nach_cockpit_d,nach_cockpit_f,nach_cockpit_e
15.0,23.04.1876,Bundesgesez über die Ausgabe und Einlösung von Banknoten,.,https://swissvotes.ch/vote/15.00,1,4,4.3,4.31,1,1.5,1.52,1,1.3,1.34,5,1,10,1875-1878,.,,,,0,1,1,66,31,1,19,13,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,9999,9999,9999,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1875,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99.90,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,313321.0,120068.0,193253.0,38.32,45747,32167,13580,70.31,1,42821,7246,35575,16.92,0,14220,1569,12651,11.03,0,2374,265,2109,11.16,0,3399,2103,1296,61.87,1,735,293,442,39.86,0,1218,212,1006,17.41,0,3971,2366,1605,59.58,1,1665,762,903,45.77,0,12479,7970,4509,63.87,1,11391,2734,8657,24.00,0,3478,2333,1145,67.08,1,4892,2793,2099,57.09,1,5581,2122,3459,38.02,0,10236,5493,4743,53.66,1,2336,740,1596,31.68,0,36008,7115,28893,19.76,0,14186,1332,12854,9.39,0,36273,16541,19732,45.60,0,15627,7811,7816,49.98,0,12088,4063,8025,33.61,0,14516,7459,7057,51.38,1,8145,3272,4873,40.17,0,5209,903,4306,17.34,0,4726,404,4322,8.55,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18760423/det15.html,https://www.bk.admin.ch/ch/f/pore/va/18760423/det15.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1806_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1806_fr.html,.,.,.,.
16.0,09.07.1876,Bundesgesez betreffend die Militärpflichtersazsteuer,.,https://swissvotes.ch/vote/16.00,1,3,3.2,3.21,6,6.1,6.13,1,1.5,1.52,4,1,10,1875-1878,.,,,,0,1,1,38,27,1,22,10,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,9999,9999,9999,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1875,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99.90,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,341051.0,156157.0,184894.0,45.79,50804,36443,14361,71.73,1,47402,20806,26596,43.89,0,16426,5437,10989,33.10,0,2757,186,2571,6.75,0,5476,2745,2731,50.13,1,1513,379,1134,25.05,0,1573,426,1147,27.08,0,4301,2719,1582,63.22,1,2546,861,1685,33.82,0,16850,2576,14274,15.29,0,9138,5720,3418,62.60,1,4462,2497,1965,55.96,1,5739,4300,1439,74.93,1,6561,5817,744,88.66,1,10496,2905,7591,27.68,0,2033,298,1735,14.66,0,34944,11547,23397,33.04,0,12161,5283,6878,43.44,0,35334,20648,14686,58.44,1,15385,10511,4874,68.32,1,12042,2208,9834,18.34,0,16598,7038,9560,42.40,0,11127,1377,9750,12.38,0,8023,3202,4821,39.91,0,7360,228,7132,3.10,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18760709/det16.html,https://www.bk.admin.ch/ch/f/pore/va/18760709/det16.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1807_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1807_fr.html,.,.,.,.
17.0,21.10.1877,Bundesgesez betreffend die Arbeit in den Fabriken,.,https://swissvotes.ch/vote/17.00,3,4,4.2,4.21,10,10.3,10.35,10,10.3,10.33,2,1,10,1875-1878,.,,,,0,1,1,90,15,1,21,16,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,9999,9999,9999,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1875,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99.90,.,.,.,.,.,.,.,.,3,1,.,.,.,.,.,352061.0,181204.0,170857.0,51.47,52935,26443,26492,49.95,0,45042,24404,20638,54.18,1,17912,10713,7199,59.81,1,3203,2253,950,70.34,1,5839,4385,1454,75.10,1,2002,1734,268,86.61,1,1806,1506,300,83.39,1,5117,3417,1700,66.78,1,2691,2072,619,77.00,1,18075,3344,14731,18.50,0,9833,5326,4507,54.16,1,6122,3879,2243,63.36,1,6938,4090,2848,58.95,1,6463,4716,1747,72.97,1,10389,2913,7476,28.04,0,2410,506,1904,21.00,0,35925,17655,18270,49.14,0,13276,10424,2852,78.52,1,34150,22837,11313,66.87,1,16134,9279,6855,57.51,1,11197,2310,8887,20.63,0,17240,5009,12231,29.05,0,12151,3873,8278,31.87,0,7811,4913,2898,62.90,1,7400,3203,4197,43.28,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18771021/det17.html,https://www.bk.admin.ch/ch/f/pore/va/18771021/det17.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1808_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1808_fr.html,.,.,.,.
18.0,21.10.1877,Bundesgesez betreffend den Militärpflichtersaz,.,https://swissvotes.ch/vote/18.00,3,3,3.2,3.21,6,6.1,6.13,1,1.5,1.52,4,1,10,1875-1878,.,,,,0,1,1,46,18,1,29,12,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,9999,9999,9999,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1875,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99.90,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,351606.0,170223.0,181383.0,48.41,52707,38520,14187,73.08,1,44703,21507,23196,48.11,0,18026,6020,12006,33.40,0,3231,216,3015,6.69,0,5840,2086,3754,35.72,0,2011,286,1725,14.22,0,1816,221,1595,12.17,0,5105,3707,1398,72.62,1,2710,932,1778,34.39,0,18132,3188,14944,17.58,0,9812,5760,4052,58.70,1,6109,4121,1988,67.46,1,6934,5111,1823,73.71,1,6419,4818,1601,75.06,1,10378,5157,5221,49.69,0,2380,274,2106,11.51,0,35817,13081,22736,36.52,0,13230,6436,6794,48.65,0,34176,22414,11762,65.58,1,16073,10771,5302,67.01,1,11327,1779,9548,15.71,0,17444,6570,10874,37.66,0,12249,2119,10130,17.30,0,7809,4248,3561,54.40,1,7168,881,6287,12.29,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18771021/det18.html,https://www.bk.admin.ch/ch/f/pore/va/18771021/det18.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1809_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1809_fr.html,.,.,.,.
19.0,21.10.1877,Bundesgesez betreffend die politischen Rechte der Niedergelassenen und Aufenthalter und den Verlust der politischen Rechte der Schweizerbürger,.,https://swissvotes.ch/vote/19.00,3,1,1.4,1.43,1,1.6,1.62,1,1.5,.,3,1,10,1875-1878,.,,,,0,1,1,50,17,1,24,14,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,9999,9999,9999,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1875,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99.90,.,.,.,.,.,.,.,.,3,0,.,.,.,.,.,344787.0,131557.0,213230.0,38.16,50394,30505,19889,60.53,1,42853,17433,25420,40.68,0,17908,4493,13415,25.09,0,3229,177,3052,5.48,0,5769,996,4773,17.26,0,1997,228,1769,11.42,0,1812,167,1645,9.22,0,5046,2847,2199,56.42,1,2689,729,1960,27.11,0,18084,2390,15694,13.22,0,9702,3168,6534,32.65,0,6062,3370,2692,55.59,1,6726,3346,3380,49.75,0,6409,3594,2815,56.08,1,10169,4628,5541,45.51,0,2402,209,2193,8.70,0,35508,10090,25418,28.42,0,13154,5410,7744,41.13,0,33773,11737,22036,34.75,0,15963,9424,6539,59.04,1,11139,1490,9649,13.38,0,17155,6051,11104,35.27,0,12132,1418,10714,11.69,0,7593,4989,2604,65.71,1,7119,2668,4451,37.48,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18771021/det19.html,https://www.bk.admin.ch/ch/f/pore/va/18771021/det19.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1810_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1810_fr.html,.,.,.,.
20.0,19.01.1879,Bundesgesez betreffend Gewährung von Subsidien für Alpenbahnen,.,https://swissvotes.ch/vote/20.00,1,8,8.3,.,.,.,.,.,.,.,7,1,11,1878-1881,.,,,,0,1,1,87,13,1,35,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,.,9999,9999,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1878,.,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99.80,.,.,.,.,.,.,.,.,3,1,636996,394302,61.90,.,.,394302.0,278731.0,115571.0,70.69,61539,46319,15220,75.27,1,53353,44992,8361,84.33,1,14024,11252,2772,80.23,1,3645,3191,454,87.54,1,9268,8905,363,96.08,1,1727,1626,101,94.15,1,1872,1688,184,90.17,1,4273,3593,680,84.09,1,2344,1802,542,76.88,1,12932,6903,6029,53.38,1,9579,8118,1461,84.75,1,5659,5171,488,91.38,1,9034,8208,826,90.86,1,6820,6148,672,90.15,1,9988,7591,2397,76.00,1,2014,637,1377,31.63,0,36519,18925,17594,51.82,1,15642,4124,11518,26.36,0,37261,33988,3273,91.22,1,18130,16315,1815,89.99,1,18202,16002,2200,87.91,1,35038,4155,30883,11.86,0,12772,8847,3925,69.27,1,5714,4550,1164,79.63,1,6953,5681,1272,81.71,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18790119/det20.html,https://www.bk.admin.ch/ch/f/pore/va/18790119/det20.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1811_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1811_fr.html,.,.,.,.
21.0,18.05.1879,Bundesbeschluss betreffend Abänderung von Artikel 65 der Bundesverfassung (Todesstrafe),.,https://swissvotes.ch/vote/21.00,1,1,1.6,1.62,1,1.6,1.65,.,.,.,3,.,11,1878-1881,.,,,,0,1,1,76,49,1,27,13,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,.,9999,9999,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1878,.,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99.80,.,.,.,.,.,.,.,.,1,1,633138,382073,60.35,.,.,382073.0,200485.0,181588.0,52.47,55703,19243,36460,34.55,0,51247,22579,28668,44.06,0,19455,13237,6218,68.04,1,3492,3251,241,93.10,1,6772,5339,1433,78.84,1,1580,1323,257,83.73,1,1727,1392,335,80.60,1,5364,3107,2257,57.92,1,2841,1972,869,69.41,1,18210,12426,5784,68.24,1,9717,4860,4857,50.02,1,5840,2359,3481,40.39,0,6970,3238,3732,46.46,0,6737,4050,2687,60.12,1,10549,6206,4343,58.83,1,2276,1911,365,83.96,1,37499,23763,13736,63.37,1,14715,7453,7262,50.65,1,35474,21304,14170,60.06,1,18068,8529,9539,47.21,0,13479,5486,7993,40.70,0,23535,14672,8863,62.34,1,12833,10085,2748,78.59,1,11494,1826,9668,15.89,0,6496,874,5622,13.45,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18790518/det21.html,https://www.bk.admin.ch/ch/f/pore/va/18790518/det21.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1812_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1812_fr.html,.,.,.,.
22.0,31.10.1880,Bundesbeschluss betreffend den durch das Volksbegehren vom 3. August 1880 gestellten Antrag auf Revision der Bundesverfassung,.,https://swissvotes.ch/vote/22.00,1,4,4.3,4.31,1,1.5,1.52,1,1.3,1.34,5,.,11,1878-1881,.,,,,0,1,1,97,11,1,30,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,.,9999,.,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1878,.,0.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99.80,.,.,.,.,.,.,.,.,0,0,641576,381225,59.42,5305,.,381225.0,121099.0,260126.0,31.77,56844,25686,31158,45.19,0,42555,16674,25881,39.18,0,14172,2729,11443,19.26,0,2986,1091,1895,36.54,0,5621,981,4640,17.45,0,2111,339,1772,16.06,0,1702,346,1356,20.33,0,5136,3532,1604,68.77,1,1666,803,863,48.20,0,16634,528,16106,3.17,0,8567,1890,6677,22.06,0,5485,1340,4145,24.43,0,6479,1882,4597,29.05,0,6637,4412,2225,66.48,1,10522,3186,7336,30.28,0,2115,1174,941,55.51,1,38490,22356,16134,58.08,1,14595,9533,5062,65.32,1,34296,8848,25448,25.80,0,18744,5987,12757,31.94,0,13485,4729,8756,35.07,0,40371,672,39699,1.66,0,13876,601,13275,4.33,0,8600,1275,7325,14.83,0,9536,505,9031,5.30,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18801031/det22.html,https://www.bk.admin.ch/ch/f/pore/va/18801031/det22.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1813_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1813_fr.html,.,.,.,.
23.0,30.07.1882,Bundesbeschluss betreffend den Erfindungsschutz,.,https://swissvotes.ch/vote/23.00,2,4,4.1,4.12,,.,.,.,.,.,6,.,12,1881-1884,.,,,,0,1,1,77,23,1,26,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,.,9999,.,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1881,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100.00,.,.,.,.,.,.,.,.,0,0,635249,298274,46.95,.,.,298274.0,141616.0,156658.0,47.48,49484,31948,17536,64.56,1,36454,18484,17970,50.70,1,11579,3309,8270,28.58,0,2544,684,1860,26.89,0,2339,730,1609,31.21,0,1023,450,573,43.99,0,992,492,500,49.60,0,4758,657,4101,13.81,0,1367,655,712,47.92,0,14964,2108,12856,14.09,0,6109,3978,2131,65.12,1,4045,2802,1243,69.27,1,5523,2648,2875,47.94,0,5943,4029,1914,67.79,1,9912,4387,5525,44.26,0,1925,266,1659,13.82,0,34711,14731,19980,42.44,0,12480,4390,8090,35.18,0,29980,14418,15562,48.09,0,15722,7845,7877,49.90,0,9500,3292,6208,34.65,0,13389,8583,4806,64.10,1,14096,2991,11105,21.22,0,5143,4390,753,85.36,1,4292,3349,943,78.03,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18820730/det23.html,https://www.bk.admin.ch/ch/f/pore/va/18820730/det23.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1790_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1790_fr.html,.,.,.,.
24.0,30.07.1882,Bundesgesez betreffend Massnahmen gegen gemeingefährliche Epidemien,.,https://swissvotes.ch/vote/24.00,2,10,10.1,10.11,1,1.5,1.52,.,.,.,2,1,12,1881-1884,.,,,,0,1,1,83,12,1,24,11,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,.,9999,.,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1881,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100.00,.,.,.,.,.,.,.,.,3,0,635249,322367,50.75,.,.,322367.0,68027.0,254340.0,21.1,52786,18077,34709,34.25,0,42670,6499,36171,15.23,0,12365,1829,10536,14.79,0,2726,49,2677,1.80,0,3032,273,2759,9.00,0,1124,145,979,12.90,0,1064,92,972,8.65,0,5217,292,4925,5.60,0,1787,375,1412,20.98,0,15542,1464,14078,9.42,0,6271,1690,4581,26.95,0,4742,589,4153,12.42,0,5655,1089,4566,19.26,0,6262,2157,4105,34.45,0,10487,720,9767,6.87,0,2080,52,2028,2.50,0,36643,3471,33172,9.47,0,12905,3664,9241,28.39,0,32293,6619,25674,20.50,0,16554,4517,12037,27.29,0,10157,2707,7450,26.65,0,14827,5093,9734,34.35,0,14604,874,13730,5.98,0,6197,3986,2211,64.32,1,4377,1704,2673,38.93,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18820730/det24.html,https://www.bk.admin.ch/ch/f/pore/va/18820730/det24.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1791_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1791_fr.html,.,.,.,.
25.0,26.11.1882,Bundesbeschluss betreffend die Vollziehung des Artikels 27 der Bundesverfassung,Schulvogt,https://swissvotes.ch/vote/25.00,1,11,11.2,.,1,1.5,1.52,.,.,.,2,1,12,1881-1884,.,,,,0,1,1,86,30,1,22,19,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,.,9999,.,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1881,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100.00,.,.,.,.,.,.,.,.,3,0,648000,490149,75.64,.,4829,490149.0,172010.0,318139.0,35.09,58245,20520,37725,35.23,0,76727,31635,45092,41.23,0,26620,7090,19530,26.63,0,4052,187,3865,4.62,0,10435,610,9825,5.85,0,3380,72,3308,2.13,0,2616,139,2477,5.31,0,5706,1413,4293,24.76,0,4596,918,3678,19.97,0,24659,4146,20513,16.81,0,13963,7195,6768,51.53,1,8111,4355,3756,53.69,1,8348,2796,5552,33.49,0,6733,1934,4799,28.72,0,11210,3857,7353,34.41,0,2635,214,2421,8.12,0,42339,12029,30310,28.41,0,18137,5625,12512,31.01,0,36284,14173,22111,39.06,0,18661,10512,8149,56.33,1,19173,6801,12372,35.47,0,40948,18779,22169,45.86,0,22931,2855,20076,12.45,0,12572,8917,3655,70.93,1,11068,5238,5830,47.33,0,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18821126/det25.html,https://www.bk.admin.ch/ch/f/pore/va/18821126/det25.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1792_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1792_fr.html,.,.,.,.
26.0,11.05.1884,Bundesgesetz betreffend die Organisation des eidgenössischen Justiz- und Polizeidepartements,Teil des 'vierhöckrigen Kamels',https://swissvotes.ch/vote/26.00,4,1,1.3,1.31,1,1.2,1.23,.,.,.,3,1,12,1881-1884,.,,,,0,1,1,.,.,1,.,.,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,.,9999,.,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1881,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100.00,.,.,.,.,.,.,.,.,3,0,634299,381140,60.09,.,16495,364645.0,149729.0,214916.0,41.06,46309,27626,18683,59.66,1,48618,19930,28688,40.99,0,19420,5589,13831,28.78,0,3629,187,3442,5.15,0,5556,898,4658,16.16,0,2568,54,2514,2.10,0,1866,180,1686,9.65,0,4853,3568,1285,73.52,1,3012,673,2339,22.34,0,19612,3429,16183,17.48,0,10781,5757,5024,53.40,1,5538,3824,1714,69.05,1,5905,2805,3100,47.50,0,6174,3217,2957,52.11,1,9708,5397,4311,55.59,1,1763,255,1508,14.46,0,37612,11262,26350,29.94,0,14279,3979,10300,27.87,0,33361,15538,17823,46.58,0,15459,8046,7413,52.05,1,15654,5018,10636,32.06,0,19166,9726,9440,50.75,1,17408,1202,16206,6.90,0,6196,5486,710,88.54,1,6565,4505,2060,68.62,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18840511/det26.html,https://www.bk.admin.ch/ch/f/pore/va/18840511/det26.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1793_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1793_fr.html,.,.,.,.
27.0,11.05.1884,Bundesbeschluss betreffend die Patenttaxen der Handelsreisenden,Teil des 'vierhöckrigen Kamels',https://swissvotes.ch/vote/27.00,4,1,1.5,1.52,4,4.1,4.13,.,.,.,6,1,12,1881-1884,.,,,,0,1,1,71,40,1,25,15,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,.,.,9999,.,9999,9999,9999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1881,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100.00,.,.,.,.,.,.,.,.,3,0,634299,381140,60.09,.,17370,363745.0,174195.0,189550.0,47.89,46673,30860,15813,66.12,1,48094,22669,25425,47.13,0,19216,5680,13536,29.56,0,3604,316,3288,8.77,0,5512,799,4713,14.50,0,2557,75,2482,2.93,0,1860,209,1651,11.24,0,4837,3992,845,82.53,1,2939,642,2297,21.84,0,19579,3878,15701,19.81,0,10785,5986,4799,55.50,1,5410,4006,1404,74.05,1,5937,3031,2906,51.05,1,6159,3626,2533,58.87,1,9777,7057,2720,72.18,1,1741,493,1248,28.32,0,37426,14370,23056,38.40,0,14241,5222,9019,36.67,0,33235,17227,16008,51.83,1,15350,8805,6545,57.36,1,15452,5040,10412,32.62,0,19013,14710,4303,77.37,1,17326,1368,15958,7.90,0,6110,5691,419,93.14,1,7253,6315,938,87.07,1,.,.,.,.,.,https://www.bk.admin.ch/ch/d/pore/va/18840511/det27.html,https://www.bk.admin.ch/ch/f/pore/va/18840511/det27.html,.,.,.,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1794_de.html,https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/1794_fr.html,.,.,.,.
